Name or Synonym,RID
c7 dorsal column nucleus of right ulnar nerve,RID46438
c7 dorsal column nucleus of left ulnar nerve,RID46439
c8 dorsal column nucleus of ulnar nerve,RID46440
c8 dorsal column nucleus of right ulnar nerve,RID46441
c8 dorsal column nucleus of left ulnar nerve,RID46442
t1 dorsal column nucleus of ulnar nerve,RID46443
t1 dorsal column nucleus of right ulnar nerve,RID46444
t1 dorsal column nucleus of left ulnar nerve,RID46445
segment of ulnar nerve nucleus of ventral column,RID46446
c7 ventral column nucleus of ulnar nerve,RID46447
c7 ventral column nucleus of right ulnar nerve,RID46448
c7 ventral column nucleus of left ulnar nerve,RID46449
c8 ventral column nucleus of ulnar nerve,RID46450
c8 ventral column nucleus of right ulnar nerve,RID46451
c8 ventral column nucleus of left ulnar nerve,RID46452
t1 ventral column nucleus of ulnar nerve,RID46453
t1 ventral column nucleus of right ulnar nerve,RID46454
t1 ventral column nucleus of left ulnar nerve,RID46455
segment of superior subscapular nerve nucleus of spinal cord,RID46456
segment of superior subscapular nerve nucleus of dorsal column,RID46457
c5 dorsal column nucleus of superior subscapular nerve,RID46458
c5 dorsal column nucleus of right superior subscapular nerve,RID46459
c5 dorsal column nucleus of left superior subscapular nerve,RID46460
c6 dorsal column nucleus of superior subscapular nerve,RID46461
c6 dorsal column nucleus of right superior subscapular nerve,RID46462
c6 dorsal column nucleus of left superior subscapular nerve,RID46463
segment of superior subscapular nerve nucleus of ventral column,RID46464
c5 ventral column nucleus of superior subscapular nerve,RID46465
c5 ventral column nucleus of right superior subscapular nerve,RID46466
c5 ventral column nucleus of left superior subscapular nerve,RID46467
c6 ventral column nucleus of superior subscapular nerve,RID46468
c6 ventral column nucleus of right superior subscapular nerve,RID46469
c6 ventral column nucleus of left superior subscapular nerve,RID46470
segment of long thoracic nerve nucleus of spinal cord,RID46471
segment of long thoracic nerve nucleus of dorsal column,RID46472
c5 dorsal column nucleus of long thoracic nerve,RID46473
c5 dorsal column nucleus of right long thoracic nerve,RID46474
c5 dorsal column nucleus of left long thoracic nerve,RID46475
c6 dorsal column nucleus of long thoracic nerve,RID46476
c6 dorsal column nucleus of right long thoracic nerve,RID46477
c6 dorsal column nucleus of left long thoracic nerve,RID46478
c7 dorsal column nucleus of long thoracic nerve,RID46479
c7 dorsal column nucleus of right long thoracic nerve,RID46480
c7 dorsal column nucleus of left long thoracic nerve,RID46481
segment of long thoracic nerve nucleus of ventral column,RID46482
c5 ventral column nucleus of long thoracic nerve,RID46483
c5 ventral column nucleus of right long thoracic nerve,RID46484
c5 ventral column nucleus of left long thoracic nerve,RID46485
c6 ventral column nucleus of long thoracic nerve,RID46486
c6 ventral column nucleus of right long thoracic nerve,RID46487
c6 ventral column nucleus of left long thoracic nerve,RID46488
c7 ventral column nucleus of long thoracic nerve,RID46489
c7 ventral column nucleus of right long thoracic nerve,RID46490
c7 ventral column nucleus of left long thoracic nerve,RID46491
segment of suprascapular nerve nucleus of spinal cord,RID46492
segment of suprascapular nerve nucleus of dorsal column,RID46493
c5 dorsal column nucleus of suprascapular nerve,RID46494
c5 dorsal column nucleus of right suprascapular nerve,RID46495
c5 dorsal column nucleus of left suprascapular nerve,RID46496
c6 dorsal column nucleus of suprascapular nerve,RID46497
c6 dorsal column nucleus of right suprascapular nerve,RID46498
c6 dorsal column nucleus of left suprascapular nerve,RID46499
segment of suprascapular nerve nucleus of ventral column,RID46500
c5 ventral column nucleus of suprascapular nerve,RID46501
c5 ventral column nucleus of right suprascapular nerve,RID46502
c5 ventral column nucleus of left suprascapular nerve,RID46503
c6 ventral column nucleus of suprascapular nerve,RID46504
c6 ventral column nucleus of right suprascapular nerve,RID46505
c6 ventral column nucleus of left suprascapular nerve,RID46506
segment of medial pectoral nerve nucleus of spinal cord,RID46507
segment of medial pectoral nerve nucleus of dorsal column,RID46508
c8 dorsal column nucleus of medial pectoral nerve,RID46509
c8 dorsal column nucleus of right medial pectoral nerve,RID46510
c8 dorsal column nucleus of left medial pectoral nerve,RID46511
t1 dorsal column nucleus of medial pectoral nerve,RID46512
t1 dorsal column nucleus of right medial pectoral nerve,RID46513
t1 dorsal column nucleus of left medial pectoral nerve,RID46514
segment of medial pectoral nerve nucleus of ventral column,RID46515
c8 ventral column nucleus of medial pectoral nerve,RID46516
c8 ventral column nucleus of right medial pectoral nerve,RID46517
c8 ventral column nucleus of left medial pectoral nerve,RID46518
t1 ventral column nucleus of medial pectoral nerve,RID46519
t1 ventral column nucleus of right medial pectoral nerve,RID46520
t1 ventral column nucleus of left medial pectoral nerve,RID46521
segment of thoracodorsal nerve nucleus of spinal cord,RID46522
segment of thoracodorsal nerve nucleus of dorsal column,RID46523
c6 dorsal column nucleus of thoracodorsal nerve,RID46524
c6 dorsal column nucleus of right thoracdorsal nerve,RID46525
c6 dorsal column nucleus of left thoracdorsal nerve,RID46526
c7 dorsal column nucleus of thoracodorsal nerve,RID46527
c7 dorsal column nucleus of right thoracodorsal nerve,RID46528
c7 dorsal column nucleus of left thoracodorsal nerve,RID46529
c8 dorsal column nucleus of thoracodorsal nerve,RID46530
c8 dorsal column nucleus of right thoracodorsal nerve,RID46531
c8 dorsal column nucleus of left thoracodorsal nerve,RID46532
segment of thoracodorsal nerve nucleus of ventral column,RID46533
c6 ventral column nucleus of thoracodorsal nerve,RID46534
c6 ventral column nucleus of right thoracodorsal nerve,RID46535
c6 ventral column nucleus of left thoracodorsal nerve,RID46536
c7 ventral column nucleus of thoracodorsal nerve,RID46537
c7 ventral column nucleus of right thoracodorsal nerve,RID46538
c7 ventral column nucleus of left thoracodorsal nerve,RID46539
c8 ventral column nucleus of thoracodorsal nerve,RID46540
c8 ventral column nucleus of right thoracodorsal nerve,RID46541
c8 ventral column nucleus of left thoracodorsal nerve,RID46542
segment of medial antebrachial cutaneous nerve nucleus of spinal cord,RID46543
segment of right medial antebrachial cutaneous nerve nucleus of spinal cord,RID46544
c8 nucleus of dorsal column for medial cutaneous nerve of forearm,RID46545
c8 nucleus of right dorsal column for medial cutaneous nerve of right forearm,RID46546
c8 nucleus of left dorsal column for medial cutaneous nerve of left forearm,RID46547
t1 nucleus of dorsal column for medial cutaneous nerve of forearm,RID46548
t1 nucleus of right dorsal column for medial cutaneous nerve of right forearm,RID46549
t1 nucleus of left dorsal column for medial cutaneous nerve of left forearm,RID46550
segment of left medial antebrachial cutaneous nerve nucleus of spinal cord,RID46551
c8 nucleus of ventral column for medial cutaneous nerve of forearm,RID46552
c8 nucleus of right ventral column for medial cutaneous nerve of right forearm,RID46553
c8 nucleus of left ventral column for medial cutaneous nerve of left forearm,RID46554
t1 nucleus of ventral column for medial cutaneous nerve of forearm,RID46555
t1 nucleus of right ventral column for medial cutaneous nerve of right forearm,RID46556
t1 nucleus of left ventral column for medial cutaneous nerve of left forearm,RID46557
segment of inferior subscapular nerve nucleus of spinal cord,RID46558
segment of inferior subscapular nerve nucleus of dorsal column,RID46559
c5 dorsal column nucleus of inferior subscapular nerve,RID46560
c5 dorsal column nucleus of right inferior subscapular nerve,RID46561
c5 dorsal column nucleus of left inferior subscapular nerve,RID46562
c6 dorsal column nucleus of inferior subscapular nerve,RID46563
c6 dorsal column nucleus of right inferior subscapular nerve,RID46564
c6 dorsal column nucleus of left inferior subscapular nerve,RID46565
segment of inferior subscapular nerve nucleus of ventral column,RID46566
c5 ventral column nucleus of inferior subscapular nerve,RID46567
c5 ventral column nucleus of right inferior subscapular nerve,RID46568
c5 ventral column nucleus of left inferior subscapular nerve,RID46569
c6 ventral column nucleus of inferior subscapular nerve,RID46570
c6 ventral column nucleus of right inferior subscapular nerve,RID46571
c6 ventral column nucleus of left inferior subscapular nerve,RID46572
segment of nucleus of spinal cord for medial cutaneous nerve of arm,RID46573
t1 nucleus of dorsal column for medial cutaneous nerve of arm,RID46574
t1 nucleus of right dorsal column for medial cutaneous nerve of right arm,RID46575
t1 nucleus of left dorsal column for medial cutaneous nerve of left arm,RID46576
t1 nucleus of ventral column for medial cutaneous nerve of arm,RID46577
t1 nucleus of right ventral column for medial cutaneous nerve of right arm,RID46578
t1 nucleus of left ventral column for medial cutaneous nerve of left arm,RID46579
segment of anterior root of spinal nerve,RID46675
segment of root of peripheral nerve,RID46676
segment of root of lateral pectoral nerve,RID46677
segment of C5 root of lateral pectoral nerve,RID46678
proximal segment of C5 root of lateral pectoral nerve,RID46679
proximal segment of C5 root of right lateral pectoral nerve,RID46680
proximal segment of C5 root of left lateral pectoral nerve,RID46681
distal segment of C5 root of lateral pectoral nerve,RID46682
distal segment of C5 root of right lateral pectoral nerve,RID46683
distal segment of C5 root of left lateral pectoral nerve,RID46684
lateral pectoral nerve component of superior trunk segment of fifth cervical nerve,RID46685
lateral pectoral nerve component of superior trunk segment of right fifth cervical nerve,RID46686
lateral pectoral nerve component of superior trunk segment of left fifth cervical nerve,RID46687
lateral pectoral component of trunk proper of anterior ramus of fifth cervical nerve,RID46688
lateral pectoral component of trunk proper of anterior ramus of right fifth cervical nerve,RID46689
lateral pectoral component of trunk proper of anterior ramus of left fifth cervical nerve,RID46690
superior anterior division segment of C5 root of lateral pectoral nerve,RID46691
superior anterior division segment of C5 root of right lateral pectoral nerve,RID46692
superior anterior division segment of C5 root of left lateral pectoral nerve,RID46693
lateral pectoral nerve component of trunk of anterior ramus of fifth cervical nerve,RID46694
lateral pectoral nerve component of trunk of anterior ramus of right fifth cervical nerve,RID46695
lateral pectoral nerve component of trunk of anterior ramus of left fifth cervical nerve,RID46696
lateral pectoral nerve component of trunk of fifth cervical nerve,RID46697
lateral pectoral nerve component of trunk of right fifth cervical nerve,RID46698
lateral pectoral nerve component of trunk of left fifth cervical nerve,RID46699
lateral pectoral nerve component of anterior root of fifth cervical nerve,RID46700
lateral pectoral nerve component of anterior root of right fifth cervical nerve,RID46701
lateral pectoral nerve component of anterior root of left fifth cervical nerve,RID46702
lateral pectoral nerve component of posterior root of fifth cervical nerve,RID46703
